raw_road_name,current_getRoadKey,proposed_canonical_key,proposed_canonical_name,match_type,confidence_score,candidate_names,source_file,source_scenario,source_name
Taniran Tengah - Taniran Selatan,taniran tengah - taniran selatan,taniran tengah - taniran selatan,Taniran Tengah - Taniran Selatan,exact,1.0,Taniran Tengah - Taniran Selatan,master_report_20_Variabel.xlsx,normatif_20,rankings
Gambah Luar - Gambah Dalam,gambah luar - gambah dalam,gambah luar - gambah dalam,Gambah Luar - Gambah Dalam,exact,1.0,Gambah Luar - Gambah Dalam,master_report_20_Variabel.xlsx,normatif_20,rankings
Buntu Muara Hatib - Bts. Kab. HST,buntu muara hatib - bts. kab. hst,buntu muara hatib - bts kab hst,Buntu Muara Hatib - Bts. Kab. HST,normalized,0.97,Buntu Muara Hatib - Bts. Kab. HST,master_report_20_Variabel.xlsx,normatif_20,rankings
Paku (Jambu Hulu) - Ganda,paku (jambu hulu) - ganda,paku jambu hulu - ganda,Paku (Jambu Hulu) - Ganda,normalized,0.97,Paku (Jambu Hulu) - Ganda,master_report_20_Variabel.xlsx,normatif_20,rankings
Cangkingan Herman,cangkingan herman,cangkingan herman,Cangkingan Herman,exact,1.0,Cangkingan Herman,master_report_20_Variabel.xlsx,normatif_20,rankings
Pakan Dalam I,pakan dalam i,pakan dalam i,Pakan Dalam I,exact,1.0,Pakan Dalam I,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Karuh,sungai karuh,sei karuh,Sungai Karuh,normalized,0.97,Sungai Karuh,master_report_20_Variabel.xlsx,normatif_20,rankings
Tibung Raya - Hamalau Dalam,tibung raya - hamalau dalam,tibung raya - hamalau dalam,Tibung Raya - Hamalau Dalam,exact,1.0,Tibung Raya - Hamalau Dalam,master_report_20_Variabel.xlsx,normatif_20,rankings
Parincahan - Singakarsa (Harapan),parincahan - singakarsa (harapan),parincahan - singakarsa harapan,Parincahan - Singakarsa (Harapan),normalized,0.97,Parincahan - Singakarsa (Harapan),master_report_20_Variabel.xlsx,normatif_20,rankings
Padang Batung - Batulaki - Malilingin,padang batung - batulaki - malilingin,padang batung - batulaki - malilingin,Padang Batung - Batulaki - Malilingin,exact,1.0,Padang Batung - Batulaki - Malilingin,master_report_20_Variabel.xlsx,normatif_20,rankings
Hulu Banyu - Pantai Langsat,hulu banyu - pantai langsat,hulu banyu - pantai langsat,Hulu Banyu - Pantai Langsat,exact,1.0,Hulu Banyu - Pantai Langsat,master_report_20_Variabel.xlsx,normatif_20,rankings
Soeprapto - H.M Rusli,soeprapto - h.m rusli,soeprapto - h m rusli,Soeprapto - H.M Rusli,normalized,0.97,Soeprapto - H.M Rusli,master_report_20_Variabel.xlsx,normatif_20,rankings
Tajun - Sp.3 Muara Paring Agung,tajun - sp.3 muara paring agung,tajun - sp 3 muara paring agung,Tajun - Sp.3 Muara Paring Agung,normalized,0.97,Tajun - Sp.3 Muara Paring Agung,master_report_20_Variabel.xlsx,normatif_20,rankings
Pasar Kandangan - Oprit Jembt. Loklua,pasar kandangan - oprit jembt. loklua,pasar kandangan - oprit jembt loklua,Pasar Kandangan - Oprit Jembt. Loklua,normalized,0.97,Pasar Kandangan - Oprit Jembt. Loklua,master_report_20_Variabel.xlsx,normatif_20,rankings
Sekolah Islam (Kandangan Barat),sekolah islam (kandangan barat),sekolah islam kandangan barat,Sekolah Islam (Kandangan Barat),normalized,0.97,Sekolah Islam (Kandangan Barat),master_report_20_Variabel.xlsx,normatif_20,rankings
Soetoyo - Teluk Mesjid,soetoyo - teluk mesjid,soetoyo - teluk mesjid,Soetoyo - Teluk Mesjid,exact,1.0,Soetoyo - Teluk Mesjid,master_report_20_Variabel.xlsx,normatif_20,rankings
Teluk Pinang - Pahampangan Utara,teluk pinang - pahampangan utara,teluk pinang - pahampangan utara,Teluk Pinang - Pahampangan Utara,exact,1.0,Teluk Pinang - Pahampangan Utara,master_report_20_Variabel.xlsx,normatif_20,rankings
Loksado - Loklahung,loksado - loklahung,loksado - loklahung,Loksado - Loklahung,exact,1.0,Loksado - Loklahung,master_report_20_Variabel.xlsx,normatif_20,rankings
Tabihi - Telaga Langsat,tabihi - telaga langsat,tabihi - telaga langsat,Tabihi - Telaga Langsat,exact,1.0,Tabihi - Telaga Langsat,master_report_20_Variabel.xlsx,normatif_20,rankings
Sp. Bakarung Selatan - Sungai Kudung,sp. bakarung selatan - sungai kudung,sp bakarung selatan - sei kudung,Sp. Bakarung Selatan - Sungai Kudung,normalized,0.97,Sp. Bakarung Selatan - Sungai Kudung,master_report_20_Variabel.xlsx,normatif_20,rankings
Tambangan - Ds. Baruh Jaya,tambangan - ds. baruh jaya,tambangan - desa baruh jaya,Tambangan - Ds. Baruh Jaya,normalized,0.97,Tambangan - Ds. Baruh Jaya,master_report_20_Variabel.xlsx,normatif_20,rankings
Papagaran/Palangsatan,papagaran/palangsatan,papagaran palangsatan,Papagaran/Palangsatan,normalized,0.97,Papagaran/Palangsatan,master_report_20_Variabel.xlsx,normatif_20,rankings
Teluk Pinang - Baluti,teluk pinang - baluti,teluk pinang - baluti,Teluk Pinang - Baluti,exact,1.0,Teluk Pinang - Baluti,master_report_20_Variabel.xlsx,normatif_20,rankings
Buluh - Ds. Tebing Tinggi,buluh - ds. tebing tinggi,buluh - desa tebing tinggi,Buluh - Ds. Tebing Tinggi,normalized,0.97,Buluh - Ds. Tebing Tinggi,master_report_20_Variabel.xlsx,normatif_20,rankings
Umpaya - Tumarin,umpaya - tumarin,umpaya - tumarin,Umpaya - Tumarin,exact,1.0,Umpaya - Tumarin,master_report_20_Variabel.xlsx,normatif_20,rankings
Karasikan - Sarang Halang,karasikan - sarang halang,karasikan - sarang halang,Karasikan - Sarang Halang,exact,1.0,Karasikan - Sarang Halang,master_report_20_Variabel.xlsx,normatif_20,rankings
Menuju SMP 7 - Ds. Gambah Dalam,menuju smp 7 - ds. gambah dalam,menuju smp 7 - desa gambah dalam,Menuju SMP 7 - Ds. Gambah Dalam,normalized,0.97,Menuju SMP 7 - Ds. Gambah Dalam,master_report_20_Variabel.xlsx,normatif_20,rankings
Padang Rasau (Tambak Tamiang) - Paku Pantai,padang rasau (tambak tamiang) - paku pantai,padang rasau tambak tamiang - paku pantai,Padang Rasau (Tambak Tamiang) - Paku Pantai,normalized,0.97,Padang Rasau (Tambak Tamiang) - Paku Pantai,master_report_20_Variabel.xlsx,normatif_20,rankings
Bamban Selatan - Pakuan Balunan,bamban selatan - pakuan balunan,bamban selatan - pakuan balunan,Bamban Selatan - Pakuan Balunan,exact,1.0,Bamban Selatan - Pakuan Balunan,master_report_20_Variabel.xlsx,normatif_20,rankings
Bamban Utara - Longawang,bamban utara - longawang,bamban utara - longawang,Bamban Utara - Longawang,exact,1.0,Bamban Utara - Longawang,master_report_20_Variabel.xlsx,normatif_20,rankings
Tembok Baru (Asam Cangkok),tembok baru (asam cangkok),tembok baru asam cangkok,Tembok Baru (Asam Cangkok),normalized,0.97,Tembok Baru (Asam Cangkok),master_report_20_Variabel.xlsx,normatif_20,rankings
Karang Jawa -Ambarai - Sungai Bungur,karang jawa -ambarai - sungai bungur,karang jawa - ambarai - sei bungur,Karang Jawa -Ambarai - Sungai Bungur,fuzzy,0.9863,Karang Jawa -Ambarai - Sungai Bungur,master_report_20_Variabel.xlsx,normatif_20,rankings
Gambah Luar - Sungai Kudung,gambah luar - sungai kudung,gambah luar - sei kudung,Gambah Luar - Sungai Kudung,normalized,0.97,Gambah Luar - Sungai Kudung,master_report_20_Variabel.xlsx,normatif_20,rankings
Banyu Barau - Sei Kalang,banyu barau - sei kalang,banyu barau - sei kalang,Banyu Barau - Sei Kalang,exact,1.0,Banyu Barau - Sei Kalang,master_report_20_Variabel.xlsx,normatif_20,rankings
SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,sp.4 mesjid sirih - sarang nyamuk - asam tamiyang,sp 4 mesjid sirih - sarang nyamuk - asam tamiyang,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,normalized,0.97,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,master_report_20_Variabel.xlsx,normatif_20,rankings
Jafri Zamzam,jafri zamzam,jafri zamzam,Jafri Zamzam,exact,1.0,Jafri Zamzam,master_report_20_Variabel.xlsx,normatif_20,rankings
Pakan Dalam - Kaminting Batu,pakan dalam - kaminting batu,pakan dalam - kaminting batu,Pakan Dalam - Kaminting Batu,exact,1.0,Pakan Dalam - Kaminting Batu,master_report_20_Variabel.xlsx,normatif_20,rankings
Bamban Tengah - Lok Nyiur,bamban tengah - lok nyiur,bamban tengah - lok nyiur,Bamban Tengah - Lok Nyiur,exact,1.0,Bamban Tengah - Lok Nyiur,master_report_20_Variabel.xlsx,normatif_20,rankings
Singakarsa - Getek,singakarsa - getek,singakarsa - getek,Singakarsa - Getek,exact,1.0,Singakarsa - Getek,master_report_20_Variabel.xlsx,normatif_20,rankings
Mesjid Quba,mesjid quba,mesjid quba,Mesjid Quba,exact,1.0,Mesjid Quba,master_report_20_Variabel.xlsx,normatif_20,rankings
Bamban Selatan - Pakuan,bamban selatan - pakuan,bamban selatan - pakuan,Bamban Selatan - Pakuan,exact,1.0,Bamban Selatan - Pakuan,master_report_20_Variabel.xlsx,normatif_20,rankings
Pembangunan - Ds. Sungai Raya Utara,pembangunan - ds. sungai raya utara,pembangunan - desa sei raya utara,Pembangunan - Ds. Sungai Raya Utara,normalized,0.97,Pembangunan - Ds. Sungai Raya Utara,master_report_20_Variabel.xlsx,normatif_20,rankings
H. Jarkasi - Ds. Sungai Paring,h. jarkasi - ds. sungai paring,h jarkasi - desa sei paring,H. Jarkasi - Ds. Sungai Paring,normalized,0.97,H. Jarkasi - Ds. Sungai Paring,master_report_20_Variabel.xlsx,normatif_20,rankings
Padang Haur - Ds. Wasah Tengah,padang haur - ds. wasah tengah,padang haur - desa wasah tengah,Padang Haur - Ds. Wasah Tengah,normalized,0.97,Padang Haur - Ds. Wasah Tengah,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Raya Selatan - Sarang Halang,sungai raya selatan - sarang halang,sei raya selatan - sarang halang,Sungai Raya Selatan - Sarang Halang,normalized,0.97,Sungai Raya Selatan - Sarang Halang,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Raya Utara - Teluk Pinang ,sungai raya utara - teluk pinang,sei raya utara - teluk pinang,Sungai Raya Utara - Teluk Pinang,normalized,0.97,Sungai Raya Utara - Teluk Pinang,master_report_20_Variabel.xlsx,normatif_20,rankings
Kamboja,kamboja,kamboja,Kamboja,exact,1.0,Kamboja,master_report_20_Variabel.xlsx,normatif_20,rankings
Baiturrahim Parincahan,baiturrahim parincahan,baiturrahim parincahan,Baiturrahim Parincahan,exact,1.0,Baiturrahim Parincahan,master_report_20_Variabel.xlsx,normatif_20,rankings
Mawar (Daha Selatan),mawar (daha selatan),mawar daha selatan,Mawar (Daha Selatan),normalized,0.97,Mawar (Daha Selatan),master_report_20_Variabel.xlsx,normatif_20,rankings
Musyawarah (Kandangan),musyawarah (kandangan),musyawarah kandangan,Musyawarah (Kandangan),normalized,0.97,Musyawarah (Kandangan),master_report_20_Variabel.xlsx,normatif_20,rankings
Panjampang  Bahagia - Bayur,panjampang bahagia - bayur,panjampang bahagia - bayur,Panjampang  Bahagia - Bayur,exact,1.0,Panjampang  Bahagia - Bayur,master_report_20_Variabel.xlsx,normatif_20,rankings
Samuda - Bajayau,samuda - bajayau,samuda - bajayau,Samuda - Bajayau,exact,1.0,Samuda - Bajayau,master_report_20_Variabel.xlsx,normatif_20,rankings
Gambah Dalam - Rantauan,gambah dalam - rantauan,gambah dalam - rantauan,Gambah Dalam - Rantauan,exact,1.0,Gambah Dalam - Rantauan,master_report_20_Variabel.xlsx,normatif_20,rankings
Malilingin - Lokbahan - Paniungan,malilingin - lokbahan - paniungan,malilingin - lokbahan - paniungan,Malilingin - Lokbahan - Paniungan,exact,1.0,Malilingin - Lokbahan - Paniungan,master_report_20_Variabel.xlsx,normatif_20,rankings
RS. Hasan Basry II,rs. hasan basry ii,rs hasan basry ii,RS. Hasan Basry II,normalized,0.97,RS. Hasan Basry II,master_report_20_Variabel.xlsx,normatif_20,rankings
Bariang - Getek,bariang - getek,bariang - getek,Bariang - Getek,exact,1.0,Bariang - Getek,master_report_20_Variabel.xlsx,normatif_20,rankings
Tembok Lama - Loklua,tembok lama - loklua,tembok lama - loklua,Tembok Lama - Loklua,exact,1.0,Tembok Lama - Loklua,master_report_20_Variabel.xlsx,normatif_20,rankings
Bajayau - Ds. Bajayau Tengah,bajayau - ds. bajayau tengah,bajayau - desa bajayau tengah,Bajayau - Ds. Bajayau Tengah,normalized,0.97,Bajayau - Ds. Bajayau Tengah,master_report_20_Variabel.xlsx,normatif_20,rankings
Dahlia,dahlia,dahlia,Dahlia,exact,1.0,Dahlia,master_report_20_Variabel.xlsx,normatif_20,rankings
Kenanga,kenanga,kenanga,Kenanga,exact,1.0,Kenanga,master_report_20_Variabel.xlsx,normatif_20,rankings
Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,sp. mandampa tel. sili-sili - sp. sei. bungur,sp mandampa tel sili - sili - sp sei bungur,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,fuzzy,0.9818,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,master_report_20_Variabel.xlsx,normatif_20,rankings
Kaliring - Sp. Padang Batung,kaliring - sp. padang batung,kaliring - sp padang batung,Kaliring - Sp. Padang Batung,normalized,0.97,Kaliring - Sp. Padang Batung,master_report_20_Variabel.xlsx,normatif_20,rankings
SP.4 Banjarbaru - Pasar Negara,sp.4 banjarbaru - pasar negara,sp 4 banjarbaru - pasar negara,SP.4 Banjarbaru - Pasar Negara,normalized,0.97,SP.4 Banjarbaru - Pasar Negara,master_report_20_Variabel.xlsx,normatif_20,rankings
Panggang Hijau - Ds. Tawar,panggang hijau - ds. tawar,panggang hijau - desa tawar,Panggang Hijau - Ds. Tawar,normalized,0.97,Panggang Hijau - Ds. Tawar,master_report_20_Variabel.xlsx,normatif_20,rankings
Mangunang - Ds. Sungai Raya Utara,mangunang - ds. sungai raya utara,mangunang - desa sei raya utara,Mangunang - Ds. Sungai Raya Utara,normalized,0.97,Mangunang - Ds. Sungai Raya Utara,master_report_20_Variabel.xlsx,normatif_20,rankings
Samping Bappeda - Mesjid Darul Halik,samping bappeda - mesjid darul halik,samping bappeda - mesjid darul halik,Samping Bappeda - Mesjid Darul Halik,exact,1.0,Samping Bappeda - Mesjid Darul Halik,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Paring - Toba,sungai paring - toba,sei paring - toba,Sungai Paring - Toba,normalized,0.97,Sungai Paring - Toba,master_report_20_Variabel.xlsx,normatif_20,rankings
Sei Kupang Utara - Simp. Empat Lungau,sei kupang utara - simp. empat lungau,sei kupang utara - simp empat lungau,Sei Kupang Utara - Simp. Empat Lungau,normalized,0.97,Sei Kupang Utara - Simp. Empat Lungau,master_report_20_Variabel.xlsx,normatif_20,rankings
Hamalau - Anjiran,hamalau - anjiran,hamalau - anjiran,Hamalau - Anjiran,exact,1.0,Hamalau - Anjiran,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Raya Selatan - Malutu - Goa Berangin,sungai raya selatan - malutu - goa berangin,sei raya selatan - malutu - goa berangin,Sungai Raya Selatan - Malutu - Goa Berangin,normalized,0.97,Sungai Raya Selatan - Malutu - Goa Berangin,master_report_20_Variabel.xlsx,normatif_20,rankings
Asam Cangkuk - Telaga Bidadari,asam cangkuk - telaga bidadari,asam cangkuk - telaga bidadari,Asam Cangkuk - Telaga Bidadari,exact,1.0,Asam Cangkuk - Telaga Bidadari,master_report_20_Variabel.xlsx,normatif_20,rankings
Mandapai - Madang,mandapai - madang,mandapai - madang,Mandapai - Madang,exact,1.0,Mandapai - Madang,master_report_20_Variabel.xlsx,normatif_20,rankings
Simpang Hamalau - Teluk Pinang,simpang hamalau - teluk pinang,sp hamalau - teluk pinang,Simpang Hamalau - Teluk Pinang,normalized,0.97,Simpang Hamalau - Teluk Pinang,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Kudung - Kalinduku,sungai kudung - kalinduku,sei kudung - kalinduku,Sungai Kudung - Kalinduku,normalized,0.97,Sungai Kudung - Kalinduku,master_report_20_Variabel.xlsx,normatif_20,rankings
Pegangsaan Timur - Teluk Aman,pegangsaan timur - teluk aman,pegangsaan timur - teluk aman,Pegangsaan Timur - Teluk Aman,exact,1.0,Pegangsaan Timur - Teluk Aman,master_report_20_Variabel.xlsx,normatif_20,rankings
Anjiran Rantauan - Ds. Taniran Tengah,anjiran rantauan - ds. taniran tengah,anjiran rantauan - desa taniran tengah,Anjiran Rantauan - Ds. Taniran Tengah,normalized,0.97,Anjiran Rantauan - Ds. Taniran Tengah,master_report_20_Variabel.xlsx,normatif_20,rankings
Mawangi - Bukuanin - Telaga Langsat,mawangi - bukuanin - telaga langsat,mawangi - bukuanin - telaga langsat,Mawangi - Bukuanin - Telaga Langsat,exact,1.0,Mawangi - Bukuanin - Telaga Langsat,master_report_20_Variabel.xlsx,normatif_20,rankings
Ulin - Tanggul (Balai Mas),ulin - tanggul (balai mas),ulin - tanggul balai mas,Ulin - Tanggul (Balai Mas),normalized,0.97,Ulin - Tanggul (Balai Mas),master_report_20_Variabel.xlsx,normatif_20,rankings
Tanayung - Simp. Ambarai,tanayung - simp. ambarai,tanayung - simp ambarai,Tanayung - Simp. Ambarai,normalized,0.97,Tanayung - Simp. Ambarai,master_report_20_Variabel.xlsx,normatif_20,rankings
Tibung Dalam - Teratai,tibung dalam - teratai,tibung dalam - teratai,Tibung Dalam - Teratai,exact,1.0,Tibung Dalam - Teratai,master_report_20_Variabel.xlsx,normatif_20,rankings
Telaga Langsat - Pakuan Timur,telaga langsat - pakuan timur,telaga langsat - pakuan timur,Telaga Langsat - Pakuan Timur,exact,1.0,Telaga Langsat - Pakuan Timur,master_report_20_Variabel.xlsx,normatif_20,rankings
Sei. Mandala Murung Raya,sei. mandala murung raya,sei mandala murung raya,Sei. Mandala Murung Raya,normalized,0.97,Sei. Mandala Murung Raya,master_report_20_Variabel.xlsx,normatif_20,rankings
Banua Hanyar - Ds. Tanjung Selor,banua hanyar - ds. tanjung selor,banua hanyar - desa tanjung selor,Banua Hanyar - Ds. Tanjung Selor,normalized,0.97,Banua Hanyar - Ds. Tanjung Selor,master_report_20_Variabel.xlsx,normatif_20,rankings
Rel Angkinang - TMMD Angkinang,rel angkinang - tmmd angkinang,rel angkinang - angkinang,Rel Angkinang - TMMD Angkinang,ambiguous,0.9091,Rel Angkinang - TMMD Angkinang,master_report_20_Variabel.xlsx,normatif_20,rankings
Kalaka Indah - Perumnas Tibung,kalaka indah - perumnas tibung,kalaka indah - perumnas tibung,Kalaka Indah - Perumnas Tibung,exact,1.0,Kalaka Indah - Perumnas Tibung,master_report_20_Variabel.xlsx,normatif_20,rankings
Pandulangan - Kalinduku,pandulangan - kalinduku,pandulangan - kalinduku,Pandulangan - Kalinduku,exact,1.0,Pandulangan - Kalinduku,master_report_20_Variabel.xlsx,normatif_20,rankings
Sp. Empat Lungau - Garis,sp. empat lungau - garis,sp empat lungau - garis,Sp. Empat Lungau - Garis,normalized,0.97,Sp. Empat Lungau - Garis,master_report_20_Variabel.xlsx,normatif_20,rankings
Sarang Halang Padang - Sp. Batang Kulur,sarang halang padang - sp. batang kulur,sarang halang padang - sp batang kulur,Sarang Halang Padang - Sp. Batang Kulur,normalized,0.97,Sarang Halang Padang - Sp. Batang Kulur,master_report_20_Variabel.xlsx,normatif_20,rankings
Mondar (Ulin-Pantai Ulin) - Ds. Ulin,mondar (ulin-pantai ulin) - ds. ulin,mondar ulin - pantai ulin - desa ulin,Mondar (Ulin-Pantai Ulin) - Ds. Ulin,fuzzy,0.9722,Mondar (Ulin-Pantai Ulin) - Ds. Ulin,master_report_20_Variabel.xlsx,normatif_20,rankings
Mawangi - Pariangan,mawangi - pariangan,mawangi - pariangan,Mawangi - Pariangan,exact,1.0,Mawangi - Pariangan,master_report_20_Variabel.xlsx,normatif_20,rankings
Madang - Ambutun,madang - ambutun,madang - ambutun,Madang - Ambutun,exact,1.0,Madang - Ambutun,master_report_20_Variabel.xlsx,normatif_20,rankings
Rambai - Bariang,rambai - bariang,rambai - bariang,Rambai - Bariang,exact,1.0,Rambai - Bariang,master_report_20_Variabel.xlsx,normatif_20,rankings
Padang Palas,padang palas,padang palas,Padang Palas,exact,1.0,Padang Palas,master_report_20_Variabel.xlsx,normatif_20,rankings
Tanjung Selor - Ds. Badaun,tanjung selor - ds. badaun,tanjung selor - desa badaun,Tanjung Selor - Ds. Badaun,normalized,0.97,Tanjung Selor - Ds. Badaun,master_report_20_Variabel.xlsx,normatif_20,rankings
Bangga TMMD,bangga tmmd,,,missing,0.0,,master_report_20_Variabel.xlsx,normatif_20,rankings
Ida Manggala - Padang Makmur,ida manggala - padang makmur,ida manggala - padang makmur,Ida Manggala - Padang Makmur,exact,1.0,Ida Manggala - Padang Makmur,master_report_20_Variabel.xlsx,normatif_20,rankings
Jambu Hulu - Paku Pantai,jambu hulu - paku pantai,jambu hulu - paku pantai,Jambu Hulu - Paku Pantai,exact,1.0,Jambu Hulu - Paku Pantai,master_report_20_Variabel.xlsx,normatif_20,rankings
Bamban Selatan - Tanggang - Panggang Hijau,bamban selatan - tanggang - panggang hijau,bamban selatan - tanggang - panggang hijau,Bamban Selatan - Tanggang - Panggang Hijau,exact,1.0,Bamban Selatan - Tanggang - Panggang Hijau,master_report_20_Variabel.xlsx,normatif_20,rankings
Sirih - Pacakan,sirih - pacakan,sirih - pacakan,Sirih - Pacakan,exact,1.0,Sirih - Pacakan,master_report_20_Variabel.xlsx,normatif_20,rankings
Palas - Ds. Wasah Tengah,palas - ds. wasah tengah,palas - desa wasah tengah,Palas - Ds. Wasah Tengah,normalized,0.97,Palas - Ds. Wasah Tengah,master_report_20_Variabel.xlsx,normatif_20,rankings
Mandampa - Longawang,mandampa - longawang,mandampa - longawang,Mandampa - Longawang,exact,1.0,Mandampa - Longawang,master_report_20_Variabel.xlsx,normatif_20,rankings
Batang Kulur Kanan - Sarangan,batang kulur kanan - sarangan,batang kulur kanan - sarangan,Batang Kulur Kanan - Sarangan,exact,1.0,Batang Kulur Kanan - Sarangan,master_report_20_Variabel.xlsx,normatif_20,rankings
